"datetime","Behaviour_ind","Behaviour","AccX","AccY","AccZ","Depth","DBA","Latitude","Longitude"
"2019-04-19 03:20:00",2,"Breathing",0,0,0,3.3048663884,0,5.7498,-53.9359
"2019-04-19 03:20:00",2,"Breathing",0,0,0,3.3795526345,0,5.7517,-53.9321
"2019-04-19 03:20:00",2,"Breathing",0,0,0,1.3350166484,0,5.7532,-53.9333
"2019-04-19 03:20:00",2,"Breathing",0,0,0,2.9407709389,0,5.8436,-53.9815
"2019-04-19 03:20:00",2,"Breathing",0,0,0,1.428374456,0,5.9399,-53.9193
"2019-04-19 03:20:00",2,"Breathing",0,0,0,1.6711047557,0,5.9607,-53.9412
"2019-04-19 03:20:00",2,"Breathing",0,0,0,1.1016221294,0,5.9862,-53.9766
"2019-04-19 03:20:00",2,"Breathing",0,0,0,2.1005506706,0,5.9997,-53.9808
"2019-04-19 03:20:00",2,"Breathing",0,0,0,3.9677068223,0,6.0341,-53.9958
"2019-04-19 03:20:00",2,"Breathing",0,0,0,4.0517288491,0,6.0346,-54.0146
"2019-04-19 03:20:00",2,"Breathing",0,0,0,0.5601468455,0,6.0449,-54.0175
"2019-04-19 03:20:00",1,"Gliding",0,0,0,4.0237215068,0,6.0524,-54.0161
"2019-04-19 03:20:00",1,"Gliding",0,0,0,4.2664518066,0,6.0624,-54.0173
"2019-04-19 03:20:00",1,"Gliding",0,0,0,4.1824297797,0,6.0788,-54.0261
"2019-04-19 03:20:00",1,"Gliding",0,0,0,4.1824297797,0,6.5304,-54.3628
"2019-04-19 03:20:00",1,"Gliding",0,0,0,4.3037949296,0,6.6814,-54.2046
"2019-04-19 03:20:00",1,"Gliding",0,0,0,4.1264150952,0,6.7026,-54.2009
"2019-04-19 03:20:00",1,"Gliding",0,0,0,4.1170793144,0,6.7176,-54.2116
"2019-04-19 03:20:00",1,"Gliding",0,0,0,4.0610646299,0,6.7411,-54.2299
"2019-04-19 03:20:00",1,"Gliding",0,0,0,3.5102535651,0,6.7857,-54.2459
"2019-04-19 03:20:00",2,"Breathing",0,0,0,3.1741654578,0,6.7831,-54.2206
"2019-04-19 03:20:00",2,"Breathing",0,0,0,4.0517288491,0,7.1984,-54.3766
"2019-04-19 03:20:00",2,"Breathing",0,0,0,3.8370058917,0,7.1885,-54.4115
"2019-04-19 03:20:00",2,"Breathing",0,0,0,3.7063049611,0,7.2181,-54.4025
"2019-04-19 03:20:00",2,"Breathing",0,0,0,3.5382609074,0,7.2563,-54.4053
"2019-04-19 03:20:00",2,"Breathing",0,0,0,2.6420259546,0,7.2554,-54.4083
"2019-04-19 03:20:00",2,"Breathing",0,0,0,3.2301801424,0,7.2653,-54.4106
"2019-04-19 03:20:00",2,"Breathing",0,0,0,1.0176001026,0,7.2801,-54.439
"2019-04-19 03:20:00",2,"Breathing",0,0,0,2.1192222321,0,7.2986,-54.4372
"2019-04-19 03:20:00",2,"Breathing",0,0,0,1.9231708362,0,7.3054,-54.4674
"2019-04-19 03:20:00",3,"Swiming",0,0,0,1.8951634939,0,7.2866,-54.4546
"2019-04-19 03:20:00",3,"Swiming",0,0,0,2.1659011359,0,7.3207,-54.4612
"2019-04-19 03:20:00",3,"Swiming",0,0,0,2.5766754893,0,7.3223,-54.4621
"2019-04-19 03:20:00",3,"Swiming",0,0,0,2.2032442589,0,7.3358,-54.4692
"2019-04-19 03:20:00",3,"Swiming",0,0,0,1.8484845901,0,8.0025,-54.7821
"2019-04-19 03:20:00",3,"Swiming",0,0,0,2.511325024,0,8.0193,-54.8216
"2019-04-19 03:20:00",4,"Resting",0,0,0,1.8764919324,0,8.0447,-54.8337
"2019-04-19 03:20:00",4,"Resting",0,0,0,2.9501067196,0,8.0876,-54.8403
"2019-04-19 03:20:00",4,"Resting",0,0,0,2.9687782811,0,8.1308,-54.8628
"2019-04-19 03:20:00",4,"Resting",0,0,0,3.0061214042,0,8.1541,-54.873
"2019-04-19 03:20:00",4,"Resting",0,0,0,3.0341287465,0,8.1643,-54.8772
"2019-04-19 03:20:00",4,"Resting",0,0,0,3.1088149925,0,8.1733,-54.8711
"2019-04-19 03:20:00",4,"Resting",0,0,0,3.2021728001,0,9.0152,-54.9423
"2019-04-19 03:20:00",4,"Resting",0,0,0,3.3422095115,0,9.0503,-54.9391
"2019-04-19 03:20:00",4,"Resting",0,0,0,3.4075599768,0,9.074,-54.938
"2019-04-19 03:20:00",1,"Gliding",0,0,0,3.5009177844,0,9.1118,-54.9412
"2019-04-19 03:20:00",1,"Gliding",0,0,0,2.3246094088,0,9.1555,-54.9405
"2019-04-19 03:20:00",1,"Gliding",0,0,0,2.511325024,0,9.1642,-54.9402
"2019-04-19 03:20:00",1,"Gliding",0,0,0,2.6980406391,0,9.162,-54.9401
"2019-04-19 03:20:00",1,"Gliding",0,0,0,2.4459745587,0,9.1673,-54.9497
"2019-04-19 03:20:00",1,"Gliding",0,0,0,2.6420259546,0,9.189,-54.9493
"2019-04-19 03:20:00",1,"Gliding",0,0,0,2.1378937936,0,9.2048,-54.9497
"2019-04-19 03:20:00",3,"Swiming",0,0,0,2.2499231627,0,9.2241,-54.9457
"2019-04-19 03:20:00",3,"Swiming",0,0,0,2.2872662858,0,9.8346,-54.9564
"2019-04-19 03:20:00",3,"Swiming",0,0,0,1.9138350554,0,9.8516,-54.942
"2019-04-19 03:20:00",3,"Swiming",0,0,0,2.4179672164,0,9.8863,-54.939
"2019-04-19 03:20:00",3,"Swiming",0,0,0,2.5580039278,0,9.9085,-54.9338
"2019-04-19 03:20:00",3,"Swiming",0,0,0,2.6793690776,0,9.9115,-54.9212
"2019-04-19 03:20:00",3,"Swiming",0,0,0,1.7831341248,0,9.969,-54.9279
"2019-04-19 03:20:00",3,"Swiming",0,0,0,2.4273029972,0,9.9697,-54.928
"2019-04-19 03:20:00",3,"Swiming",0,0,0,2.7073764199,0,9.9865,-54.926
"2019-04-19 03:20:00",4,"Resting",0,0,0,1.0082643219,0,10.0145,-54.9438
"2019-04-19 03:20:00",4,"Resting",0,0,0,1.9044992747,0,10.0391,-54.9474
"2019-04-19 03:20:00",4,"Resting",0,0,0,1.9044992747,0,10.0408,-54.9493
"2019-04-19 03:20:00",4,"Resting",0,0,0,1.0829505679,0,10.056,-54.9521
"2019-04-19 03:20:00",4,"Resting",0,0,0,2.1005506706,0,10.0758,-54.9488
